PassengerId,Survived,fSex,fEmbarked,Pclass,Age,SibSp,Parch,Fare,name_title,name_word_length,name_char_length,cabin_first_letter,ticket_category
807,0,male,S,1,39,0,0,0,Mr.,3,15,o,digit
808,0,female,S,3,18,0,0,7.775,Miss.,3,22,n,digit
809,0,male,S,2,39,0,0,13,Mr.,2,11,n,digit
810,1,female,S,1,33,1,0,53.1,Mrs.,4,22,E,digit
811,0,male,S,3,26,0,0,7.8875,Mr.,2,16,n,digit
812,0,male,S,3,39,0,0,24.15,Mr.,2,11,n,A/4
813,0,male,S,2,35,0,0,10.5,Mr.,3,18,n,digit
814,0,female,S,3,6,4,2,31.275,Miss.,4,24,n,digit
815,0,male,S,3,30.5,0,0,8.05,Mr.,3,19,n,digit
816,0,male,S,1,39,0,0,0,Mr.,2,10,B,digit
817,0,female,S,3,23,0,0,7.925,Miss.,3,19,n,STON/O2
818,0,male,C,2,31,1,1,37.0042,Mr.,2,12,n,SC/PARIS
819,0,male,S,3,43,0,0,6.45,Mr.,4,24,n,C
820,0,male,S,3,10,3,2,27.9,Master.,3,17,n,digit
821,1,female,S,1,52,1,1,93.5,Mrs.,4,19,B,digit
822,1,male,S,3,27,0,0,8.6625,Mr.,2,11,n,digit
823,0,male,S,1,38,0,0,0,Nobility,3,18,n,digit
824,1,female,S,3,27,0,1,12.475,Mrs.,2,4,E,digit
825,0,male,S,3,2,4,1,39.6875,Master.,3,17,n,digit
826,0,male,Q,3,34,0,0,6.95,Mr.,2,9,n,digit
827,0,male,S,3,48,0,0,56.4958,Mr.,2,6,n,digit
828,1,male,C,2,1,0,2,37.0042,Master.,2,11,n,SC/PARIS
829,1,male,Q,3,41,0,0,7.75,Mr.,3,21,n,digit
830,1,female,C,1,62,0,0,80,Mrs.,4,17,B,digit
831,1,female,C,3,15,1,0,14.4542,Mrs.,3,13,n,digit
832,1,male,S,2,0.83,1,1,18.75,Master.,3,20,n,digit
833,0,male,C,3,24,0,0,7.2292,Mr.,2,8,n,digit
834,0,male,S,3,23,0,0,7.8542,Mr.,2,16,n,digit
835,0,male,S,3,18,0,0,8.3,Mr.,3,15,n,digit
836,1,female,C,1,39,1,1,83.1583,Miss.,3,18,E,PC
837,0,male,S,3,21,0,0,8.6625,Mr.,2,10,n,digit
838,0,male,S,3,25,0,0,8.05,Mr.,2,13,n,digit
839,1,male,S,3,32,0,0,56.4958,Mr.,2,9,n,digit
840,1,male,C,1,32,0,0,29.7,Mr.,2,14,C,digit
841,0,male,S,3,20,0,0,7.925,Mr.,3,20,n,other
842,0,male,S,2,16,0,0,10.5,Mr.,3,17,n,SO/PP
843,1,female,C,1,30,0,0,31,Miss.,2,15,n,digit
844,0,male,C,3,34.5,0,0,6.4375,Mr.,3,19,n,digit
845,0,male,S,3,17,0,0,8.6625,Mr.,2,13,n,digit
846,0,male,S,3,42,0,0,7.55,Mr.,2,13,n,CA
847,0,male,S,3,30,8,2,69.55,Mr.,3,17,n,CA
848,0,male,C,3,35,0,0,7.8958,Mr.,2,12,n,digit
849,0,male,S,2,28,0,1,33,Rev.,2,10,n,digit
850,1,female,C,1,54,1,0,89.1042,Mrs.,4,17,C,digit
851,0,male,S,3,4,4,2,31.275,Master.,4,27,n,digit
852,0,male,S,3,74,0,0,7.775,Mr.,2,13,n,digit
853,0,female,C,3,9,1,1,15.2458,Miss.,2,15,n,digit
854,1,female,S,1,16,0,1,39.4,Miss.,3,16,D,PC
855,0,female,S,2,44,1,0,26,Mrs.,4,21,n,digit
856,1,female,S,3,18,0,1,9.35,Mrs.,3,6,n,digit
857,1,female,S,1,45,1,1,164.8667,Mrs.,4,17,n,digit
858,1,male,S,1,51,0,0,26.55,Mr.,4,14,E,digit
859,1,female,C,3,24,0,3,19.2583,Mrs.,3,14,n,digit
860,0,male,C,3,25,0,0,7.2292,Mr.,2,10,n,digit
861,0,male,S,3,41,2,0,14.1083,Mr.,3,16,n,digit
862,0,male,S,2,21,1,0,11.5,Mr.,3,20,n,digit
863,1,female,S,1,48,0,0,25.9292,Mrs.,4,18,D,digit
864,0,female,S,3,2,8,2,69.55,Miss.,4,23,n,CA
865,0,male,S,2,24,0,0,13,Mr.,3,15,n,digit
866,1,female,S,2,42,0,0,13,Mrs.,2,7,n,digit
867,1,female,C,2,27,1,0,13.8583,Miss.,4,18,n,SC/PARIS
868,0,male,S,1,31,0,0,50.4958,Mr.,4,28,o,PC
869,0,male,S,3,30,0,0,9.5,Mr.,3,20,n,digit
870,1,male,S,3,4,1,1,11.1333,Master.,3,20,n,digit
871,0,male,S,3,26,0,0,7.8958,Mr.,2,11,n,digit
872,1,female,S,1,47,1,1,52.5542,Mrs.,4,22,D,digit
873,0,male,S,1,33,0,0,5,Mr.,3,17,B,digit
874,0,male,S,3,47,0,0,9,Mr.,3,20,n,digit
875,1,female,C,2,28,1,0,24,Mrs.,3,13,n,other
876,1,female,C,3,15,0,0,7.225,Miss.,4,22,n,digit
877,0,male,S,3,20,0,0,9.8458,Mr.,3,22,n,digit
878,0,male,S,3,19,0,0,7.8958,Mr.,2,14,n,digit
879,0,male,S,3,35,0,0,7.8958,Mr.,2,12,n,digit
880,1,female,C,1,56,0,1,83.1583,Mrs.,4,14,C,digit
881,1,female,S,2,25,0,1,26,Mrs.,3,14,n,digit
882,0,male,S,3,33,0,0,7.8958,Mr.,2,12,n,digit
883,0,female,S,3,22,0,0,10.5167,Miss.,3,19,n,digit
884,0,male,S,2,28,0,0,10.5,Mr.,3,22,n,other
885,0,male,S,3,25,0,0,7.05,Mr.,3,15,n,SOTON/OQ
886,0,female,Q,3,39,0,5,29.125,Mrs.,3,11,n,digit
887,0,male,S,2,27,0,0,13,Rev.,2,14,n,digit
888,1,female,S,1,19,0,0,30,Miss.,3,19,B,digit
889,0,female,S,3,13,1,2,23.45,Miss.,4,30,n,W/C
890,1,male,C,1,26,0,0,30,Mr.,3,14,C,digit
891,0,male,Q,3,32,0,0,7.75,Mr.,2,13,n,digit
892,2,male,Q,3,34.5,0,0,7.8292,Mr.,2,10,n,digit
893,2,female,S,3,47,1,0,7,Mrs.,3,11,n,digit
894,2,male,Q,2,62,0,0,9.6875,Mr.,3,18,n,digit
895,2,male,S,3,27,0,0,8.6625,Mr.,2,10,n,digit
896,2,female,S,3,22,1,1,12.2875,Mrs.,3,17,n,digit
897,2,male,S,3,14,0,0,9.225,Mr.,3,19,n,digit
898,2,female,Q,3,30,0,0,7.6292,Miss.,2,12,n,digit
899,2,male,S,2,26,1,1,29,Mr.,3,21,n,digit
900,2,female,C,3,18,0,0,7.2292,Mrs.,3,13,n,digit
901,2,male,S,3,21,2,0,24.15,Mr.,3,16,n,A/4
902,2,male,S,3,36,0,0,7.8958,Mr.,2,10,n,digit
903,2,male,S,1,46,0,0,26,Mr.,3,19,n,digit
904,2,female,S,1,23,1,0,82.2667,Mrs.,4,19,B,digit
905,2,male,S,2,63,1,0,26,Mr.,2,14,n,digit
906,2,female,S,1,47,1,0,61.175,Mrs.,4,20,E,other
907,2,female,C,2,24,1,0,27.7208,Mrs.,4,18,n,SC/PARIS
908,2,male,Q,2,35,0,0,12.35,Mr.,2,11,n,digit
909,2,male,C,3,21,0,0,7.225,Mr.,2,11,n,digit
910,2,female,S,3,27,1,0,7.925,Miss.,3,19,n,STON/O2
911,2,female,C,3,45,0,0,7.225,Mrs.,4,19,n,digit
912,2,male,C,1,55,1,0,59.4,Mr.,2,16,n,PC
913,2,male,S,3,9,0,1,3.1708,Master.,3,14,n,C
914,2,female,S,1,64,0,0,31.6833,Mrs.,3,16,n,PC
915,2,male,C,1,21,0,1,61.3792,Mr.,4,23,n,PC
916,2,female,C,1,48,1,3,262.375,Mrs.,4,19,B,PC
917,2,male,S,3,50,1,0,14.5,Mr.,3,16,n,A/5
918,2,female,C,1,22,0,1,61.9792,Miss.,3,19,B,digit
919,2,male,C,3,22.5,0,0,7.225,Mr.,2,11,n,digit
920,2,male,S,1,41,0,0,30.5,Mr.,3,16,o,digit
921,2,male,C,3,40,2,0,21.6792,Mr.,2,11,n,digit
922,2,male,S,2,50,1,0,26,Mr.,3,21,n,other
923,2,male,S,2,24,2,0,31.5,Mr.,3,22,n,CA
924,2,female,S,3,33,1,2,20.575,Mrs.,3,11,n,CA
925,2,female,S,3,30,1,2,23.45,Mrs.,4,16,n,W/C
926,2,male,C,1,30,1,0,57.75,Mr.,3,17,C,digit
927,2,male,C,3,18.5,0,0,7.2292,Mr.,3,19,n,digit
928,2,female,S,3,4,0,0,8.05,Miss.,3,10,n,digit
929,2,female,S,3,21,0,0,8.6625,Miss.,2,10,n,digit
930,2,male,S,3,25,0,0,9.5,Mr.,2,9,n,digit
931,2,male,S,3,30,0,0,56.4958,Mr.,2,7,n,digit
932,2,male,C,3,39,0,1,13.4167,Mr.,2,10,n,digit
933,2,male,S,1,25,0,0,26.55,Mr.,3,20,D,digit
934,2,male,S,3,41,0,0,7.85,Mr.,2,15,n,SOTON/OQ
935,2,female,S,2,30,0,0,13,Mrs.,4,14,n,digit
936,2,female,S,1,45,1,0,52.5542,Mrs.,5,20,D,digit
937,2,male,S,3,25,0,0,7.925,Mr.,3,24,n,STON/O 2
938,2,male,C,1,45,0,0,29.7,Mr.,3,17,o,PC
939,2,male,Q,3,36,0,0,7.75,Mr.,2,18,n,digit
940,2,female,C,1,60,0,0,76.2917,Mrs.,4,21,D,digit
941,2,female,S,3,36,0,2,15.9,Mrs.,3,14,n,CA
942,2,male,S,1,24,1,0,60,Mr.,3,17,C,digit
943,2,male,C,2,27,0,0,15.0333,Mr.,2,12,n,SC/PARIS
944,2,female,S,2,20,2,1,23,Miss.,3,20,n,digit
945,2,female,S,1,28,3,2,263,Miss.,3,17,C,digit
946,2,male,C,2,2,0,0,15.5792,Mr.,3,26,n,other
947,2,male,Q,3,10,4,1,29.125,Master.,2,10,n,digit
948,2,male,S,3,35,0,0,7.8958,Mr.,2,9,n,digit
949,2,male,S,3,25,0,0,7.65,Mr.,3,22,o,digit
950,2,male,S,3,16,1,0,16.1,Mr.,3,18,n,digit
951,2,female,C,1,36,0,0,262.375,Miss.,2,19,B,PC
952,2,male,S,3,17,0,0,7.8958,Mr.,2,9,n,digit
953,2,male,S,2,32,0,0,13.5,Mr.,3,18,n,digit
954,2,male,S,3,18,0,0,7.75,Mr.,3,21,n,digit
955,2,female,Q,3,22,0,0,7.725,Miss.,3,19,n,digit
956,2,male,C,1,13,2,2,262.375,Master.,3,16,B,PC
957,2,female,S,2,33,0,0,21,Mrs.,4,11,n,FCC
958,2,female,Q,3,18,0,0,7.8792,Miss.,3,14,n,digit
959,2,male,S,1,47,0,0,42.4,Mr.,3,23,n,digit
960,2,male,C,1,31,0,0,28.5375,Mr.,4,23,C,digit
961,2,female,S,1,60,1,4,263,Mrs.,3,11,C,digit
962,2,female,Q,3,24,0,0,7.75,Miss.,3,16,n,digit
963,2,male,S,3,21,0,0,7.8958,Mr.,2,12,n,digit
964,2,female,S,3,29,0,0,7.925,Miss.,3,21,n,digit
965,2,male,C,1,28.5,0,0,27.7208,Mr.,4,23,D,PC
966,2,female,C,1,35,0,0,211.5,Miss.,2,12,C,digit
967,2,male,C,1,32.5,0,0,211.5,Mr.,2,12,C,digit
968,2,male,S,3,36,0,0,8.05,Mr.,2,10,n,digit
969,2,female,S,1,55,2,0,25.7,Mrs.,4,21,C,digit
970,2,male,S,2,30,0,0,13,Mr.,3,23,n,digit
971,2,female,Q,3,24,0,0,7.75,Miss.,2,14,n,digit
972,2,male,C,3,6,1,1,15.2458,Master.,2,10,n,digit
973,2,male,S,1,67,1,0,221.7792,Mr.,2,12,C,PC
974,2,male,S,1,49,0,0,26,Mr.,3,15,n,digit
975,2,male,S,3,26,0,0,7.8958,Mr.,2,14,n,digit
976,2,male,Q,2,57,0,0,10.7083,Mr.,3,14,n,digit
977,2,male,C,3,20,1,0,14.4542,Mr.,2,12,n,digit
978,2,female,Q,3,27,0,0,7.8792,Miss.,2,10,n,digit
979,2,female,S,3,18,0,0,8.05,Miss.,3,17,n,A/4
980,2,female,Q,3,19,0,0,7.75,Miss.,2,17,n,digit
981,2,male,S,2,2,1,1,23,Master.,3,16,n,digit
982,2,female,S,3,22,1,0,13.9,Mrs.,4,17,n,digit
983,2,male,S,3,28,0,0,7.775,Mr.,2,12,n,digit
984,2,female,S,1,27,1,2,52,Mrs.,3,16,B,other
985,2,male,S,3,26,0,0,8.05,Mr.,2,11,n,digit
986,2,male,C,1,25,0,0,26,Mr.,2,13,n,digit
987,2,male,S,3,25,0,0,7.7958,Mr.,3,19,n,digit
988,2,female,S,1,76,1,0,78.85,Mrs.,4,22,C,digit
989,2,male,S,3,29,0,0,7.925,Mr.,3,18,n,STON/O 2
990,2,female,S,3,20,0,0,7.8542,Miss.,4,18,n,digit
991,2,male,S,3,33,0,0,8.05,Mr.,3,21,n,A/5
992,2,female,C,1,43,1,0,55.4417,Mrs.,5,23,C,digit
993,2,male,S,2,27,1,0,26,Mr.,2,12,n,digit
994,2,male,Q,3,29,0,0,7.75,Mr.,2,12,n,digit
995,2,male,S,3,26,0,0,7.775,Mr.,4,30,n,digit
996,2,female,C,3,16,1,1,8.5167,Mrs.,3,16,n,digit
997,2,male,S,3,28,0,0,22.525,Mr.,3,18,n,C
998,2,male,Q,3,21,0,0,7.8208,Mr.,2,13,n,digit
999,2,male,Q,3,29,0,0,7.75,Mr.,2,10,n,digit
1000,2,male,S,3,24,0,0,8.7125,Mr.,3,12,n,digit
1001,2,male,S,2,18.5,0,0,13,Mr.,2,11,o,digit
1002,2,male,C,2,41,0,0,15.0458,Mr.,3,17,n,digit
1003,2,female,Q,3,19,0,0,7.7792,Miss.,3,17,n,digit
1004,2,female,C,1,36,0,0,31.6792,Miss.,3,15,o,PC
1005,2,female,Q,3,18.5,0,0,7.2833,Miss.,2,16,n,digit
1006,2,female,S,1,63,1,0,221.7792,Mrs.,3,12,C,PC
1007,2,male,C,3,18,1,0,14.4542,Mr.,2,21,n,digit
1008,2,male,C,3,42,0,0,6.4375,Mr.,2,10,n,digit
1009,2,female,S,3,1,1,1,16.7,Miss.,3,22,o,other
1010,2,male,C,1,36,0,0,75.2417,Mr.,2,14,C,digit
1011,2,female,S,2,29,1,0,26,Mrs.,4,16,n,other
1012,2,female,S,2,12,0,0,15.75,Miss.,3,11,n,CA
1013,2,male,Q,3,29,1,0,7.75,Mr.,2,11,n,digit
1014,2,female,C,1,35,1,0,57.75,Mrs.,3,12,C,digit
1015,2,male,S,3,28,0,0,7.25,Mr.,3,16,n,digit
1016,2,male,Q,3,41,0,0,7.75,Mr.,2,11,n,digit
1017,2,female,S,3,17,0,1,16.1,Miss.,3,15,n,digit
1018,2,male,S,3,22,0,0,7.7958,Mr.,3,17,n,digit
1019,2,female,Q,3,1,2,0,23.25,Miss.,2,11,n,digit
1020,2,male,S,2,42,0,0,13,Mr.,2,14,n,digit
1021,2,male,S,3,24,0,0,8.05,Mr.,2,14,n,digit
1022,2,male,S,3,32,0,0,8.05,Mr.,3,16,n,other
1023,2,male,C,1,53,0,0,28.5,Military,3,17,C,digit
1024,2,female,S,3,19,0,4,25.4667,Mrs.,3,12,n,digit
1025,2,male,C,3,40,1,0,6.4375,Mr.,3,14,n,digit
1026,2,male,S,3,43,0,0,7.8958,Mr.,2,16,n,digit
1027,2,male,S,3,24,0,0,7.8542,Mr.,3,18,n,digit
1028,2,male,C,3,26.5,0,0,7.225,Mr.,2,19,n,digit
1029,2,male,S,2,26,0,0,13,Mr.,2,13,n,digit
1030,2,female,S,3,23,0,0,8.05,Miss.,2,13,n,SOTON/OQ
1031,2,male,S,3,40,1,6,46.9,Mr.,3,23,n,CA
1032,2,female,S,3,10,5,2,46.9,Miss.,3,18,n,CA
1033,2,female,S,1,33,0,0,151.55,Miss.,2,12,n,digit
1034,2,male,C,1,61,1,3,262.375,Mr.,3,19,B,PC
1035,2,male,S,2,28,0,0,26,Mr.,3,19,n,digit
1036,2,male,S,1,42,0,0,26.55,Mr.,4,25,n,digit
1037,2,male,S,3,31,3,0,18,Mr.,3,18,n,digit
1038,2,male,S,1,35,0,0,51.8625,Mr.,3,20,E,digit
1039,2,male,S,3,22,0,0,8.05,Mr.,2,10,n,other
1040,2,male,S,1,60,0,0,26.55,Mr.,3,18,n,digit
1041,2,male,S,2,30,1,1,26,Rev.,2,15,n,digit
1042,2,female,C,1,23,0,1,83.1583,Mrs.,3,15,C,digit
1043,2,male,C,3,30.5,0,0,7.8958,Mr.,2,14,n,digit
1044,2,male,S,3,60.5,0,0,24.15,Mr.,2,12,n,digit
1045,2,female,S,3,36,0,2,12.1833,Mrs.,2,6,n,digit
1046,2,male,S,3,13,4,2,31.3875,Master.,3,17,n,digit
1047,2,male,S,3,24,0,0,7.55,Mr.,2,14,n,SO/PP
1048,2,female,S,1,29,0,0,221.7792,Miss.,2,9,C,PC
1049,2,female,S,3,23,0,0,7.8542,Miss.,3,15,n,digit
1050,2,male,S,1,42,0,0,26.55,Mr.,3,17,D,digit
1051,2,female,S,3,26,0,2,13.775,Mrs.,3,15,n,SOTON/OQ
1052,2,female,Q,3,19,0,0,7.7333,Miss.,2,10,n,digit
1053,2,male,C,3,7,1,1,15.2458,Master.,3,19,n,digit
1054,2,female,S,2,26,0,0,13.5,Miss.,2,12,n,digit
1055,2,male,S,3,36,0,0,7,Mr.,2,12,n,digit
1056,2,male,S,2,41,0,0,13,Rev.,3,21,n,digit
1057,2,female,S,3,26,1,1,22.025,Mrs.,3,18,n,digit
1058,2,male,C,1,48,0,0,50.4958,Mr.,2,12,B,PC
1059,2,male,S,3,18,2,2,34.375,Mr.,3,16,n,W/C
1060,2,female,C,1,34,0,0,27.7208,Mrs.,5,22,n,digit
1061,2,female,S,3,22,0,0,8.9625,Miss.,3,19,n,digit
1062,2,male,S,3,28,0,0,7.55,Mr.,2,12,n,SO/PP
1063,2,male,C,3,27,0,0,7.225,Mr.,2,13,n,digit
1064,2,male,S,3,23,1,0,13.9,Mr.,3,17,n,digit
1065,2,male,C,3,42,0,0,7.2292,Mr.,2,10,n,digit
1066,2,male,S,3,40,1,5,31.3875,Mr.,5,33,n,digit
1067,2,female,S,2,15,0,2,39,Miss.,3,16,n,digit
1068,2,female,S,2,20,0,0,36.75,Miss.,2,12,n,CA
1069,2,male,C,1,54,1,0,55.4417,Mr.,4,23,C,digit
1070,2,female,S,2,36,0,3,39,Mrs.,4,17,o,digit
1071,2,female,C,1,64,0,2,83.1583,Mrs.,4,22,E,PC
1072,2,male,S,2,30,0,0,13,Mr.,3,18,n,digit
1073,2,male,C,1,37,1,1,83.1583,Mr.,4,24,E,PC
1074,2,female,S,1,18,1,0,53.1,Mrs.,4,18,D,digit
1075,2,male,Q,3,29,0,0,7.75,Mr.,2,11,n,digit
1076,2,female,C,1,27,1,1,247.5208,Mrs.,4,23,B,PC
1077,2,male,S,2,40,0,0,16,Mr.,3,18,n,digit
1078,2,female,S,2,21,0,1,21,Miss.,4,26,n,SO/PP
1079,2,male,S,3,17,2,0,8.05,Mr.,2,12,n,A/4
1080,2,female,S,3,7,8,2,69.55,Miss.,2,7,n,CA
1081,2,male,S,2,40,0,0,13,Mr.,2,9,n,digit
1082,2,male,S,2,34,1,0,26,Mr.,3,13,n,digit
1083,2,male,S,1,80,0,0,26,Mr.,3,15,n,digit
1084,2,male,S,3,11.5,1,1,14.5,Master.,4,21,n,A/5
1085,2,male,Q,2,61,0,0,12.35,Mr.,2,11,n,digit
1086,2,male,S,2,8,0,2,32.5,Master.,3,18,n,digit
1087,2,male,S,3,33,0,0,7.8542,Mr.,4,25,n,digit
1088,2,male,C,1,6,0,2,134.5,Master.,3,20,E,digit
1089,2,female,S,3,18,0,0,7.775,Miss.,3,18,n,digit
1090,2,male,S,2,23,0,0,10.5,Mr.,3,23,n,CA
1091,2,female,S,3,30,0,0,8.1125,Mrs.,2,9,n,digit
1092,2,female,Q,3,35,0,0,15.5,Miss.,2,10,n,digit
1093,2,male,S,3,0.33,0,2,14.4,Master.,4,27,n,digit
1094,2,male,C,1,47,1,0,227.525,Military,3,14,C,PC
1095,2,female,S,2,8,1,1,26,Miss.,3,17,n,digit
1096,2,male,S,2,25,0,0,10.5,Mr.,3,17,n,CA
1097,2,male,C,1,36,0,0,25.7417,Mr.,3,18,n,other
1098,2,female,Q,3,35,0,0,7.75,Miss.,2,16,n,digit
1099,2,male,S,2,24,0,0,10.5,Mr.,4,20,n,digit
1100,2,female,C,1,33,0,0,27.7208,Miss.,3,20,o,PC
1101,2,male,S,3,25,0,0,7.8958,Mr.,2,12,n,digit
1102,2,male,S,3,32,0,0,22.525,Mr.,3,20,n,C
1103,2,male,S,3,32,0,0,7.05,Mr.,2,11,n,SOTON/OQ
1104,2,male,S,2,17,0,0,73.5,Mr.,3,18,n,SOC
1105,2,female,S,2,60,1,0,26,Mrs.,3,14,n,digit
1106,2,female,S,3,38,4,2,7.775,Miss.,4,28,n,digit
1107,2,male,S,1,42,0,0,42.5,Mr.,2,15,B,digit
1108,2,female,Q,3,25,0,0,7.8792,Miss.,3,17,n,digit
1109,2,male,S,1,57,1,1,164.8667,Mr.,3,17,n,digit
1110,2,female,C,1,50,1,1,211.5,Mrs.,4,19,C,digit
1111,2,male,S,3,20,0,0,8.05,Mr.,3,24,n,digit
1112,2,female,C,2,30,1,0,13.8583,Miss.,4,20,n,SC/PARIS
1113,2,male,S,3,21,0,0,8.05,Mr.,3,15,n,digit
1114,2,female,S,2,22,0,0,10.5,Mrs.,2,4,o,W/C
1115,2,male,S,3,21,0,0,7.7958,Mr.,3,22,n,digit
1116,2,female,C,1,53,0,0,27.4458,Mrs.,3,12,n,PC
1117,2,female,C,3,39,0,2,15.2458,Mrs.,3,15,n,digit
1118,2,male,S,3,23,0,0,7.7958,Mr.,3,19,n,digit
1119,2,female,Q,3,16,0,0,7.75,Miss.,2,14,n,digit
1120,2,male,S,3,40.5,0,0,15.1,Mr.,3,18,n,CA
1121,2,male,S,2,36,0,0,13,Mr.,4,26,n,digit
1122,2,male,S,2,14,0,0,65,Mr.,3,20,n,digit
1123,2,female,S,1,21,0,0,26.55,Miss.,2,16,n,digit
1124,2,male,S,3,21,1,0,6.4958,Mr.,3,16,n,digit
1125,2,male,Q,3,36,0,0,7.8792,Mr.,2,14,n,digit
1126,2,male,C,1,39,1,0,71.2833,Mr.,3,18,C,PC
1127,2,male,S,3,20,0,0,7.8542,Mr.,3,15,n,digit
1128,2,male,C,1,64,1,0,75.25,Mr.,3,17,D,digit
1129,2,male,C,3,20,0,0,7.225,Mr.,2,13,n,digit
1130,2,female,S,2,18,1,1,13,Miss.,2,13,n,digit
1131,2,female,C,1,48,1,0,106.425,Mrs.,4,19,C,PC
1132,2,female,C,1,55,0,0,27.7208,Mrs.,4,18,n,digit
1133,2,female,S,2,45,0,2,30,Mrs.,2,7,n,digit
1134,2,male,C,1,45,1,1,134.5,Mr.,3,21,E,digit
1135,2,male,S,3,26,0,0,7.8875,Mr.,2,12,n,digit
1136,2,male,S,3,4,1,2,23.45,Master.,4,29,n,W/C
1137,2,male,S,1,41,1,0,51.8625,Mr.,3,16,D,digit
1138,2,female,S,2,22,0,0,21,Mrs.,4,12,n,FCC
1139,2,male,S,2,42,1,1,32.5,Mr.,3,15,n,digit
1140,2,female,S,2,29,1,0,26,Mrs.,3,11,n,digit
1141,2,female,C,3,27,1,0,14.4542,Mrs.,3,13,n,digit
1142,2,female,S,2,0.92,1,2,27.75,Miss.,3,12,n,CA
1143,2,male,S,3,20,0,0,7.925,Mr.,4,32,n,other
1144,2,male,C,1,27,1,0,136.7792,Mr.,3,17,C,digit
1145,2,male,S,3,24,0,0,9.325,Mr.,3,17,n,digit
1146,2,male,S,3,32.5,0,0,9.5,Mr.,2,13,n,digit
1147,2,male,S,3,24,0,0,7.55,Mr.,3,19,n,CA
1148,2,male,Q,3,21,0,0,7.75,Mr.,2,9,n,other
1149,2,male,S,3,28,0,0,8.05,Mr.,2,15,n,digit
1150,2,female,S,2,19,0,0,13,Miss.,3,14,n,digit
1151,2,male,S,3,21,0,0,7.775,Mr.,3,17,n,digit
1152,2,male,S,3,36.5,1,0,17.4,Mr.,4,28,n,digit
1153,2,male,S,3,21,0,0,7.8542,Mr.,3,22,n,digit
1154,2,female,S,2,29,0,2,23,Mrs.,4,17,n,digit
1155,2,female,S,3,1,1,1,12.1833,Miss.,3,19,n,digit
1156,2,male,C,2,30,0,0,12.7375,Mr.,4,30,n,CA
1157,2,male,S,3,36,0,0,7.8958,Mr.,2,15,n,digit
1158,2,male,S,1,54,0,0,0,Mr.,4,29,n,digit
1159,2,male,S,3,24,0,0,7.55,Mr.,3,20,n,CA
1160,2,female,S,3,21,0,0,8.05,Miss.,3,18,n,other
1161,2,male,S,3,17,0,0,8.6625,Mr.,2,11,n,digit
1162,2,male,C,1,46,0,0,75.2417,Mr.,3,21,C,digit
1163,2,male,Q,3,41,0,0,7.75,Mr.,2,10,n,digit
1164,2,female,C,1,26,1,0,136.7792,Mrs.,4,17,C,digit
1165,2,female,Q,3,6,1,0,15.5,Miss.,2,10,n,digit
1166,2,male,C,3,17,0,0,7.225,Mr.,3,14,n,digit
1167,2,female,S,2,20,1,0,26,Miss.,5,24,n,digit
1168,2,male,S,2,28,0,0,10.5,Mr.,3,21,n,other
1169,2,male,S,2,40,1,0,26,Mr.,2,15,n,digit
1170,2,male,S,2,30,1,0,21,Mr.,3,13,n,CA
1171,2,male,S,2,22,0,0,10.5,Mr.,3,18,n,W/C
1172,2,female,S,3,23,0,0,8.6625,Miss.,2,14,n,digit
1173,2,male,S,3,0.75,1,1,13.775,Master.,3,19,n,SOTON/OQ
1174,2,female,Q,3,16,0,0,7.75,Miss.,2,13,n,digit
1175,2,female,C,3,9,1,1,15.2458,Miss.,3,17,n,digit
1176,2,female,S,3,2,1,1,20.2125,Miss.,3,18,n,digit
1177,2,male,S,3,36,0,0,7.25,Mr.,2,13,n,A/5
1178,2,male,S,3,25,0,0,7.25,Mr.,3,15,n,SOTON/OQ
1179,2,male,S,1,24,1,0,82.2667,Mr.,3,19,B,digit
1180,2,male,C,3,40,0,0,7.2292,Mr.,2,17,o,digit
1181,2,male,S,3,30,0,0,8.05,Mr.,2,10,n,A/5
1182,2,male,S,1,55,0,0,39.6,Mr.,4,27,n,PC
1183,2,female,Q,3,30,0,0,6.95,Miss.,4,28,n,digit
1184,2,male,C,3,19,0,0,7.2292,Mr.,2,11,n,digit
1185,2,male,S,1,53,1,1,81.8583,Dr.,2,15,o,digit
1186,2,male,S,3,36,0,0,9.5,Mr.,2,19,n,digit
1187,2,male,S,3,26,0,0,7.8958,Mr.,2,14,n,digit
1188,2,female,C,2,1,1,2,41.5792,Miss.,2,13,n,other
1189,2,male,C,3,40,2,0,21.6792,Mr.,2,11,n,digit
1190,2,male,S,1,30,0,0,45.5,Mr.,3,19,n,digit
1191,2,male,S,3,29,0,0,7.8542,Mr.,2,13,n,digit
1192,2,male,S,3,32,0,0,7.775,Mr.,3,18,n,digit
1193,2,male,C,2,30,0,0,15.0458,Mr.,2,13,D,digit
1194,2,male,S,2,43,0,1,21,Mr.,3,20,n,SO/PP
1195,2,male,S,3,24,0,0,8.6625,Mr.,2,11,n,digit
1196,2,female,Q,3,2,0,0,7.75,Miss.,3,24,n,digit
1197,2,female,S,1,64,1,1,26.55,Mrs.,4,19,B,digit
1198,2,male,S,1,30,1,2,151.55,Mr.,4,28,C,digit
1199,2,male,S,3,0.83,0,1,9.35,Master.,3,14,n,digit
1200,2,male,S,1,55,1,1,93.5,Mr.,3,19,B,digit
1201,2,female,S,3,45,1,0,14.1083,Mrs.,4,16,n,digit
1202,2,male,S,3,18,0,0,8.6625,Mr.,3,13,n,digit
